batch_start,batch_end,mean_drift_score,ema_drift_score,adaptation_alpha,signature_weight,random_forest_weight,lstm_weight,transformer_weight,stacked_meta_weight,rolling_attack_rate,bias
624576,628672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4609,-0.0381
628672,632768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4604,-0.0386
632768,636864,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0386
636864,640960,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4608,-0.0383
640960,645056,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4609,-0.0382
645056,649152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4614,-0.0376
649152,653248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4614,-0.0376
653248,657344,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4608,-0.0382
657344,661440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4604,-0.0387
661440,665536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4601,-0.039
665536,669632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4602,-0.0389
669632,673728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0384
673728,677824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0386
677824,681920,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4604,-0.0387
681920,686016,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4602,-0.0389
686016,690112,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0387
690112,694208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4612,-0.0379
694208,698304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4614,-0.0377
698304,700000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4614,-0.0376
700000,704096,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4622,-0.0369
704096,708192,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4647,-0.0344
708192,712288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4668,-0.0323
712288,716384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4686,-0.0305
716384,720480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4712,-0.0279
720480,724576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4721,-0.027
724576,728672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4726,-0.0264
728672,732768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4731,-0.026
732768,736864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
736864,740960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
740960,745056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0252
745056,749152,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4741,-0.025
749152,753248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4742,-0.0248
753248,757344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4739,-0.0252
757344,761440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4735,-0.0256
761440,765536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4732,-0.0258
765536,769632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4733,-0.0257
769632,773728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
773728,777824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4745,-0.0246
777824,781920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4746,-0.0245
781920,786016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4749,-0.0242
786016,790112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4747,-0.0244
790112,794208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.475,-0.0241
794208,798304,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4752,-0.0239
798304,800000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4749,-0.0242
800000,804096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4748,-0.0243
804096,808192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4745,-0.0245
808192,812288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4744,-0.0247
812288,816384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4748,-0.0242
816384,820480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4749,-0.0242
820480,824576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4747,-0.0244
824576,828672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4751,-0.024
828672,832768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4754,-0.0236
832768,836864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4758,-0.0233
836864,840960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
840960,845056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4763,-0.0228
845056,849152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4764,-0.0227
849152,853248,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4763,-0.0228
853248,857344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4767,-0.0224
857344,861440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4765,-0.0225
861440,865536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4767,-0.0224
865536,869632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4767,-0.0224
869632,873728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4767,-0.0223
873728,877824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4766,-0.0225
877824,881920,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4766,-0.0225
881920,886016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4765,-0.0226
886016,890112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4762,-0.0228
890112,894208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
894208,898304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
898304,900000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
900000,904096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
904096,908192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4755,-0.0236
908192,912288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4756,-0.0235
912288,916384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4758,-0.0232
916384,920480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4755,-0.0236
920480,924576,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4742,-0.0249
924576,928672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4735,-0.0255
928672,932768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4743,-0.0248
932768,936864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4739,-0.0252
936864,940960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4736,-0.0254
940960,945056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4742,-0.0249
945056,949152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4731,-0.0259
949152,953248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.473,-0.026
953248,957344,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4734,-0.0257
957344,961440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4736,-0.0255
961440,965536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4743,-0.0247
965536,969632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4739,-0.0252
969632,973728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4736,-0.0254
973728,977824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.474,-0.0251
977824,981920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4741,-0.025
981920,986016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4743,-0.0248
986016,990112,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4745,-0.0246
990112,994208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
994208,998304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4732,-0.0258
998304,1000000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4734,-0.0256
1000000,1004096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.473,-0.0261
1004096,1008192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4724,-0.0267
1008192,1012288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4729,-0.0261
1012288,1016384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.473,-0.0261
1016384,1020480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4731,-0.0259
1020480,1024576,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4729,-0.0262
1024576,1028672,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4728,-0.0263
1028672,1032768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4722,-0.0269
1032768,1036864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.472,-0.027
1036864,1040960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4713,-0.0278
1040960,1045056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4668,-0.0323
1045056,1049152,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.463,-0.0361
1049152,1053248,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0393
1053248,1057344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
1057344,1061440,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4548,-0.0443
1061440,1065536,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4527,-0.0463
1065536,1069632,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4511,-0.048
1069632,1073728,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4498,-0.0493
1073728,1077824,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4486,-0.0504
1077824,1081920,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4475,-0.0516
1081920,1086016,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4466,-0.0525
1086016,1090112,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4458,-0.0533
1090112,1094208,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4453,-0.0538
1094208,1098304,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4448,-0.0542
1098304,1100000,0.9996,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4445,-0.0546
1100000,1104096,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4441,-0.055
1104096,1108192,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4437,-0.0554
1108192,1112288,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4435,-0.0556
1112288,1116384,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4432,-0.0559
1116384,1120480,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4432,-0.0559
1120480,1124576,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4429,-0.0562
1124576,1128672,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4428,-0.0563
1128672,1132768,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4427,-0.0563
1132768,1136864,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4427,-0.0564
1136864,1140960,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4427,-0.0564
1140960,1145056,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4426,-0.0565
1145056,1149152,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4424,-0.0567
1149152,1153248,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4423,-0.0568
1153248,1157344,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4421,-0.057
1157344,1161440,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4421,-0.057
1161440,1165536,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.442,-0.057
1165536,1169632,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4421,-0.057
1169632,1173728,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.442,-0.0571
1173728,1177824,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.442,-0.0571
1177824,1181920,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.442,-0.0571
1181920,1186016,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4418,-0.0572
1186016,1190112,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4419,-0.0571
1190112,1194208,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.442,-0.0571
1194208,1198304,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4419,-0.0572
1198304,1200000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4418,-0.0572
1200000,1204096,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4419,-0.0572
1204096,1208192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4419,-0.0572
1208192,1212288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4417,-0.0573
1212288,1216384,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4417,-0.0574
1216384,1220480,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4415,-0.0576
1220480,1224576,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4416,-0.0575
1224576,1228672,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4416,-0.0574
1228672,1232768,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4417,-0.0574
1232768,1236864,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4452,-0.0539
1236864,1240960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4476,-0.0515
1240960,1245056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4495,-0.0496
1245056,1249152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4518,-0.0473
1249152,1253248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.453,-0.046
1253248,1257344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4541,-0.0449
1257344,1261440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4549,-0.0442
1261440,1265536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4564,-0.0426
1265536,1269632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4567,-0.0424
1269632,1273728,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
1273728,1277824,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4581,-0.0409
1277824,1281920,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4585,-0.0406
1281920,1286016,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4576,-0.0414
1286016,1290112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.458,-0.041
1290112,1294208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4585,-0.0405
1294208,1298304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0404
1298304,1300000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0394
1300000,1304096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4601,-0.039
1304096,1308192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0384
1308192,1312288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4609,-0.0382
1312288,1316384,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0394
1316384,1320480,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4593,-0.0398
1320480,1324576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4594,-0.0397
1324576,1328672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4599,-0.0391
1328672,1332768,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0393
1332768,1336864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0404
1336864,1340960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4586,-0.0404
1340960,1345056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.458,-0.0411
1345056,1349152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0419
1349152,1353248,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4546,-0.0445
1353248,1357344,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4555,-0.0436
1357344,1361440,0.9996,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4538,-0.0453
1361440,1365536,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4525,-0.0466
1365536,1369632,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.454,-0.0451
1369632,1373728,0.9996,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4553,-0.0438
1373728,1377824,0.9997,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4537,-0.0454
1377824,1381920,0.9997,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.455,-0.0441
1381920,1386016,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4534,-0.0457
1386016,1390112,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4522,-0.0468
1390112,1394208,0.9999,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4549,-0.0442
1394208,1398304,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4561,-0.043
1398304,1400000,0.9997,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4577,-0.0413
1400000,1404096,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4558,-0.0433
1404096,1408192,0.9997,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
1408192,1412288,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4543,-0.0448
1412288,1416384,0.9998,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4545,-0.0445
1416384,1420480,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4557,-0.0433
1420480,1424576,0.9997,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4568,-0.0422
1424576,1428672,0.9995,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4547,-0.0444
1428672,1432768,0.9999,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4568,-0.0422
1432768,1436864,0.9997,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4543,-0.0448
1436864,1440960,0.9997,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4527,-0.0464
1440960,1445056,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4546,-0.0445
1445056,1449152,0.9997,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.456,-0.0431
1449152,1453248,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4537,-0.0454
1453248,1457344,0.9997,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4543,-0.0448
1457344,1461440,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4545,-0.0445
1461440,1465536,1.0,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4558,-0.0433
1465536,1469632,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4569,-0.0422
1469632,1473728,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0416
1473728,1477824,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4576,-0.0415
1477824,1481920,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4582,-0.0408
1481920,1486016,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.459,-0.04
1486016,1490112,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0393
1490112,1494208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4599,-0.0391
1494208,1498304,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0388
1498304,1500000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0393
1500000,1504096,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0392
1504096,1508192,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0392
1508192,1512288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4602,-0.0389
1512288,1516384,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0388
1516384,1520480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4601,-0.0389
1520480,1524576,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0386
1524576,1528672,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.461,-0.0381
1528672,1532768,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0384
1532768,1536864,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0385
1536864,1540960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0387
1540960,1545056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4592,-0.0399
1545056,1549152,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4591,-0.04
1549152,1553248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4583,-0.0407
1553248,1557344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0403
1557344,1561440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4591,-0.0399
1561440,1565536,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4593,-0.0397
1565536,1569632,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4596,-0.0395
1569632,1573728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4593,-0.0397
1573728,1577824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4594,-0.0396
1577824,1581920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4595,-0.0396
1581920,1586016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0393
1586016,1590112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.46,-0.0391
1590112,1594208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0394
1594208,1598304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4599,-0.0392
1598304,1600000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4595,-0.0395
1600000,1604096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4597,-0.0394
1604096,1608192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0392
1608192,1612288,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4599,-0.0391
1612288,1616384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.46,-0.0391
1616384,1620480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.46,-0.0391
